,ssl.pcap
36280,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36281,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36282,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36283,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36284,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36285,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36286,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36287,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36288,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36289,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36290,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36291,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36292,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36293,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36294,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36295,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36296,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36297,"['173.241.240.220', 443, '10.152.152.11', 56071]"
36298,"['10.152.152.11', 56071, '173.241.240.220', 443]"
36299,"['173.241.240.220', 443, '10.152.152.11', 56071]"
36300,"['10.152.152.11', 56071, '173.241.240.220', 443]"
36301,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36302,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36303,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36304,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36305,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36306,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36307,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36308,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36309,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36310,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36311,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36312,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36313,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36314,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36315,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36316,"['10.152.152.11', 56071, '173.241.240.220', 443]"
36317,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36318,"['173.241.240.220', 443, '10.152.152.11', 56071]"
36319,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36320,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36321,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36322,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36323,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36324,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36325,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36326,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36327,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36328,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36329,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36330,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36331,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36332,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36333,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36334,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36335,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36336,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36337,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36338,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36339,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36340,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36341,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36342,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36343,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36344,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36345,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36346,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36347,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36348,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36349,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36350,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36351,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36352,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36353,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36354,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36355,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36356,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36357,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36358,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36359,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36360,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36361,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36362,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36363,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36364,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36365,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36366,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36367,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36368,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36369,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36370,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36371,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36372,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36373,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36374,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36375,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36376,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36377,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36378,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36379,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36380,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36381,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36382,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36383,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36384,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36385,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36386,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36387,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36388,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36389,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36390,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36391,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36392,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36393,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36394,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36395,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36396,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36397,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36398,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36399,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
36400,"['10.152.152.11', 52747, '54.214.22.214', 80]"
36401,"['54.214.22.214', 80, '10.152.152.11', 52747]"
36402,"['10.152.152.11', 52747, '54.214.22.214', 80]"
36403,"['10.152.152.11', 52747, '54.214.22.214', 80]"
36404,"['54.214.22.214', 80, '10.152.152.11', 52747]"
36405,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36406,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36407,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36408,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36409,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36410,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36411,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36412,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36413,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36414,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36415,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36416,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36417,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36418,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36419,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36420,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36421,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36422,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36423,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36424,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36425,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36426,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36427,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36428,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36429,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36430,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36431,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36432,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36433,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36434,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36435,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36436,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36437,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36438,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36439,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36440,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36441,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36442,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36443,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36444,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36445,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36446,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36447,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36448,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36449,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36450,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36451,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36452,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36453,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36454,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36455,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36456,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36457,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36458,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36459,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36460,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36461,"['52.7.90.186', 80, '10.152.152.11', 32962]"
36462,"['10.152.152.11', 32962, '52.7.90.186', 80]"
36463,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36464,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36465,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36466,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36467,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36468,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36469,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36470,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36471,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36472,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36473,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36474,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36475,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36476,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36477,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36478,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36479,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36480,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36481,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36482,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36483,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36484,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36485,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36486,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36487,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36488,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36489,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36490,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36491,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36492,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36493,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36494,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36495,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36496,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36497,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36498,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36499,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36500,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36501,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36502,"['10.152.152.11', 50203, '173.194.116.77', 80]"
36503,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36504,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36505,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36506,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36507,"['173.194.116.77', 80, '10.152.152.11', 50203]"
36508,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36509,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36510,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36511,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36512,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36513,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36514,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36515,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36516,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36517,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36518,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36519,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36520,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36521,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36522,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36523,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36524,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36525,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36526,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36527,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36528,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36529,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36530,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36531,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36532,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36533,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36534,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36535,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36536,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36537,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36538,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36539,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36540,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36541,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36542,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36543,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36544,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36545,"['10.152.152.11', 50694, '54.246.169.172', 80]"
36546,"['54.246.169.172', 80, '10.152.152.11', 50694]"
36547,"['10.152.152.11', 36142, '152.163.66.134', 80]"
36548,"['10.152.152.11', 35207, '217.163.21.35', 80]"
36549,"['10.152.152.11', 55459, '67.217.177.62', 80]"
36550,"['152.163.66.134', 80, '10.152.152.11', 36142]"
36551,"['217.163.21.35', 80, '10.152.152.11', 35207]"
36552,"['67.217.177.62', 80, '10.152.152.11', 55459]"
36553,"['10.152.152.11', 52207, '77.109.147.145', 80]"
36554,"['77.109.147.145', 80, '10.152.152.11', 52207]"
36555,"['10.152.152.11', 52207, '77.109.147.145', 80]"
36556,"['10.152.152.11', 35873, '152.115.75.210', 80]"
36557,"['10.152.152.11', 37675, '67.217.177.30', 80]"
36558,"['10.152.152.11', 58587, '173.194.116.45', 80]"
36559,"['152.115.75.210', 80, '10.152.152.11', 35873]"
36560,"['67.217.177.30', 80, '10.152.152.11', 37675]"
36561,"['173.194.116.45', 80, '10.152.152.11', 58587]"
36562,"['173.194.116.45', 80, '10.152.152.11', 58587]"
36563,"['10.152.152.11', 58587, '173.194.116.45', 80]"
36564,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36565,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36566,"['10.152.152.11', 58588, '173.194.116.45', 80]"
36567,"['10.152.152.11', 52791, '74.125.200.94', 80]"
36568,"['10.152.152.11', 52792, '74.125.200.94', 80]"
36569,"['10.152.152.11', 52793, '74.125.200.94', 80]"
36570,"['10.152.152.11', 52794, '74.125.200.94', 80]"
36571,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36572,"['173.194.116.45', 80, '10.152.152.11', 58588]"
36573,"['10.152.152.11', 58588, '173.194.116.45', 80]"
36574,"['74.125.200.94', 80, '10.152.152.11', 52791]"
36575,"['10.152.152.11', 52791, '74.125.200.94', 80]"
36576,"['74.125.200.94', 80, '10.152.152.11', 52792]"
36577,"['10.152.152.11', 52792, '74.125.200.94', 80]"
36578,"['74.125.200.94', 80, '10.152.152.11', 52793]"
36579,"['10.152.152.11', 52793, '74.125.200.94', 80]"
36580,"['74.125.200.94', 80, '10.152.152.11', 52794]"
36581,"['10.152.152.11', 52794, '74.125.200.94', 80]"
36582,"['10.152.152.11', 52410, '173.222.109.9', 80]"
36583,"['173.222.109.9', 80, '10.152.152.11', 52410]"
36584,"['10.152.152.11', 52410, '173.222.109.9', 80]"
36585,"['10.152.152.11', 52411, '173.222.109.9', 80]"
36586,"['10.152.152.11', 52412, '173.222.109.9', 80]"
36587,"['10.152.152.11', 52413, '173.222.109.9', 80]"
36588,"['10.152.152.11', 60488, '77.109.137.187', 80]"
36589,"['10.152.152.11', 56318, '199.96.57.6', 80]"
36590,"['10.152.152.11', 55416, '77.109.147.168', 80]"
36591,"['10.152.152.11', 55417, '77.109.147.168', 80]"
36592,"['173.222.109.9', 80, '10.152.152.11', 52411]"
36593,"['10.152.152.11', 52411, '173.222.109.9', 80]"
36594,"['173.222.109.9', 80, '10.152.152.11', 52412]"
36595,"['10.152.152.11', 52412, '173.222.109.9', 80]"
36596,"['173.222.109.9', 80, '10.152.152.11', 52413]"
36597,"['10.152.152.11', 52413, '173.222.109.9', 80]"
36598,"['199.96.57.6', 80, '10.152.152.11', 56318]"
36599,"['77.109.137.187', 80, '10.152.152.11', 60488]"
36600,"['10.152.152.11', 60488, '77.109.137.187', 80]"
36601,"['77.109.147.168', 80, '10.152.152.11', 55416]"
36602,"['10.152.152.11', 55416, '77.109.147.168', 80]"
36603,"['77.109.147.168', 80, '10.152.152.11', 55417]"
36604,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36605,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36606,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36607,"['10.152.152.11', 55417, '77.109.147.168', 80]"
36608,"['10.152.152.11', 34057, '173.222.109.8', 80]"
36609,"['10.152.152.11', 34058, '173.222.109.8', 80]"
36610,"['173.222.109.8', 80, '10.152.152.11', 34057]"
36611,"['10.152.152.11', 34057, '173.222.109.8', 80]"
36612,"['173.222.109.8', 80, '10.152.152.11', 34058]"
36613,"['54.228.250.203', 80, '10.152.152.11', 54168]"
36614,"['10.152.152.11', 54168, '54.228.250.203', 80]"
36615,"['54.228.250.203', 80, '10.152.152.11', 54167]"
36616,"['10.152.152.11', 54167, '54.228.250.203', 80]"
36617,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36618,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36619,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36620,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36621,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36622,"['10.152.152.11', 48199, '173.194.116.80', 80]"
36623,"['10.152.152.11', 48200, '173.194.116.80', 80]"
36624,"['173.194.116.80', 80, '10.152.152.11', 48199]"
36625,"['10.152.152.11', 48199, '173.194.116.80', 80]"
36626,"['173.194.116.80', 80, '10.152.152.11', 48200]"
36627,"['10.152.152.11', 48200, '173.194.116.80', 80]"
36628,"['10.152.152.11', 48201, '173.194.116.80', 80]"
36629,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36630,"['10.152.152.11', 54763, '173.194.116.50', 80]"
36631,"['10.152.152.11', 54764, '173.194.116.50', 80]"
36632,"['54.239.192.124', 443, '10.152.152.11', 54294]"
36633,"['10.152.152.11', 54294, '54.239.192.124', 443]"
36634,"['10.152.152.11', 51288, '64.12.20.193', 80]"
36635,"['173.194.116.80', 80, '10.152.152.11', 48201]"
36636,"['10.152.152.11', 48201, '173.194.116.80', 80]"
36637,"['173.194.116.50', 80, '10.152.152.11', 54763]"
36638,"['10.152.152.11', 54763, '173.194.116.50', 80]"
