,spotifyAndrew.pcap
29158,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29159,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29160,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29161,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29162,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29163,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29164,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29165,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29166,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29167,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29168,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29169,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29170,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29171,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29172,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29173,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29174,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29175,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29176,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29177,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29178,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29179,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29180,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29181,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29182,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29183,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29184,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29185,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29186,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29187,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29188,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29189,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29190,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29191,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29192,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29193,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29194,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29195,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29196,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29197,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29198,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29199,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29200,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29201,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29202,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29203,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29204,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29205,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29206,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29207,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29208,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29209,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29210,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29211,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29212,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29213,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29214,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29215,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29216,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29217,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29218,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29219,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
29220,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29221,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29222,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29223,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29224,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29225,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29226,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
29227,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29228,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29229,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29230,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29231,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29232,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
29233,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
29234,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29235,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29236,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29237,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29238,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29239,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29240,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29241,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29242,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29243,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29244,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29245,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29246,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29247,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29248,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29249,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29250,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29251,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29252,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29253,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29254,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29255,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29256,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29257,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29258,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29259,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29260,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29261,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29262,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29263,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29264,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29265,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29266,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29267,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29268,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29269,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29270,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29271,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29272,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29273,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29274,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29275,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29276,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29277,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29278,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29279,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29280,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29281,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29282,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29283,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29284,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29285,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29286,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29287,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29288,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29289,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29290,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29291,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29292,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29293,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29294,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29295,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29296,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29297,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29298,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29299,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29300,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29301,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29302,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29303,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29304,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29305,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29306,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29307,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29308,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29309,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29310,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29311,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29312,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29313,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29314,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29315,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29316,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29317,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29318,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29319,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29320,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29321,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29322,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29323,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29324,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29325,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29326,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29327,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29328,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29329,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29330,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29331,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29332,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29333,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29334,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29335,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29336,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29337,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29338,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29339,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29340,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29341,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29342,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29343,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29344,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29345,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29346,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29347,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29348,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29349,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29350,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29351,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29352,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29353,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29354,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29355,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29356,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29357,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29358,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29359,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29360,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29361,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29362,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29363,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29364,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29365,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29366,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29367,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29368,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29369,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29370,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29371,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29372,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29373,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29374,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29375,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29376,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29377,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29378,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29379,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29380,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29381,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29382,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29383,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29384,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29385,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29386,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29387,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29388,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29389,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29390,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29391,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29392,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29393,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29394,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29395,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29396,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29397,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29398,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29399,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29400,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29401,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29402,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29403,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29404,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29405,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29406,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29407,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29408,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29409,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29410,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29411,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29412,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29413,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29414,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29415,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29416,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29417,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29418,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29419,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29420,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29421,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29422,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29423,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29424,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29425,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29426,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29427,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29428,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29429,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29430,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29431,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29432,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29433,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29434,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29435,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29436,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29437,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29438,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29439,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29440,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29441,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29442,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29443,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29444,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29445,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29446,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29447,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29448,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29449,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29450,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29451,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29452,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29453,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29454,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29455,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29456,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29457,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29458,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29459,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29460,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29461,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29462,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29463,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29464,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29465,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29466,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29467,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29468,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29469,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29470,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29471,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29472,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29473,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29474,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29475,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29476,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29477,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29478,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29479,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29480,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29481,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29482,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29483,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29484,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29485,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29486,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29487,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29488,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29489,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29490,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29491,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29492,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29493,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29494,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29495,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29496,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29497,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29498,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29499,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29500,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29501,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29502,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29503,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29504,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29505,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29506,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29507,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29508,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29509,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29510,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29511,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29512,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29513,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29514,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29515,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29516,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29517,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29518,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29519,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29520,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29521,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29522,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29523,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29524,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29525,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29526,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29527,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29528,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29529,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29530,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29531,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29532,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29533,"['10.152.152.11', 45419, '68.232.34.151', 80]"
29534,"['68.232.34.151', 80, '10.152.152.11', 45419]"
29535,"['10.152.152.11', 45419, '68.232.34.151', 80]"
