,facebookchat.pcap
4932,"['10.152.152.11', 53340, '31.13.93.3', 443]"
4933,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4934,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4935,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4936,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4937,"['31.13.93.3', 443, '10.152.152.11', 53340]"
4938,"['10.152.152.11', 53340, '31.13.93.3', 443]"
4939,"['31.13.93.3', 443, '10.152.152.11', 53340]"
4940,"['10.152.152.11', 53340, '31.13.93.3', 443]"
4941,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4942,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4943,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4944,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4945,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4946,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4947,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4948,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4949,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4950,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4951,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4952,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4953,"['31.13.93.3', 443, '10.152.152.11', 53340]"
4954,"['10.152.152.11', 53340, '31.13.93.3', 443]"
4955,"['31.13.93.3', 443, '10.152.152.11', 53340]"
4956,"['10.152.152.11', 53340, '31.13.93.3', 443]"
4957,"['10.152.152.11', 60776, '74.125.71.188', 5228]"
4958,"['74.125.71.188', 5228, '10.152.152.11', 60776]"
4959,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4960,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4961,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4962,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4963,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4964,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4965,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4966,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4967,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4968,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4969,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4970,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4971,"['10.152.152.11', 53258, '2.22.9.155', 443]"
4972,"['2.22.9.155', 443, '10.152.152.11', 53258]"
4973,"['10.152.152.11', 53258, '2.22.9.155', 443]"
4974,"['10.152.152.11', 53259, '2.22.9.155', 443]"
4975,"['2.22.9.155', 443, '10.152.152.11', 53259]"
4976,"['10.152.152.11', 53259, '2.22.9.155', 443]"
4977,"['31.13.93.3', 443, '10.152.152.11', 53340]"
4978,"['10.152.152.11', 53340, '31.13.93.3', 443]"
4979,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4980,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4981,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4982,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4983,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4984,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4985,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4986,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4987,"['31.13.93.3', 443, '10.152.152.11', 53340]"
4988,"['10.152.152.11', 53340, '31.13.93.3', 443]"
4989,"['31.13.93.3', 443, '10.152.152.11', 53340]"
4990,"['10.152.152.11', 53340, '31.13.93.3', 443]"
4991,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4992,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4993,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4994,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4995,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4996,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4997,"['31.13.90.2', 443, '10.152.152.11', 59684]"
4998,"['10.152.152.11', 59684, '31.13.90.2', 443]"
4999,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5000,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5001,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5002,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5003,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5004,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5005,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5006,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5007,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5008,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5009,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5010,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5011,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5012,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5013,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5014,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5015,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5016,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5017,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5018,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5019,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5020,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5021,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5022,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5023,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5024,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5025,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5026,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5027,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5028,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5029,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5030,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5031,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5032,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5033,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5034,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5035,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5036,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5037,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5038,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5039,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5040,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5041,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5042,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5043,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5044,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5045,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5046,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5047,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5048,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5049,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5050,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5051,"['10.152.152.11', 41064, '31.13.93.7', 443]"
5052,"['31.13.93.7', 443, '10.152.152.11', 41064]"
5053,"['10.152.152.11', 55260, '2.22.9.138', 443]"
5054,"['2.22.9.138', 443, '10.152.152.11', 55260]"
5055,"['10.152.152.11', 48612, '173.194.112.101', 443]"
5056,"['173.194.112.101', 443, '10.152.152.11', 48612]"
5057,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5058,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5059,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5060,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5061,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5062,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5063,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5064,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5065,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5066,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5067,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5068,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5069,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5070,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5071,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5072,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5073,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5074,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5075,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5076,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5077,"['10.152.152.11', 59467, '2.22.9.131', 443]"
5078,"['2.22.9.131', 443, '10.152.152.11', 59467]"
5079,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5080,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5081,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5082,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5083,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5084,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5085,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5086,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5087,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5088,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5089,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5090,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5091,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5092,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5093,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5094,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5095,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5096,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5097,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5098,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5099,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5100,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5101,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5102,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5103,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5104,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5105,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5106,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5107,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5108,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5109,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5110,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5111,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5112,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5113,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5114,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5115,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5116,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5117,"['10.152.152.11', 49517, '173.194.112.98', 443]"
5118,"['173.194.112.98', 443, '10.152.152.11', 49517]"
5119,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5120,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5121,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5122,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5123,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5124,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5125,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5126,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5127,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5128,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5129,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5130,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5131,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5132,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5133,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5134,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5135,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5136,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5137,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5138,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5139,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5140,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5141,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5142,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5143,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5144,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5145,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5146,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5147,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5148,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5149,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5150,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5151,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5152,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5153,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5154,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5155,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5156,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5157,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5158,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5159,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5160,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5161,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5162,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5163,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5164,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5165,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5166,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5167,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5168,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5169,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5170,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5171,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5172,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5173,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5174,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5175,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5176,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5177,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5178,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5179,"['10.152.152.11', 53342, '31.13.93.3', 443]"
5180,"['31.13.93.3', 443, '10.152.152.11', 53342]"
5181,"['2.22.9.138', 443, '10.152.152.11', 55260]"
5182,"['10.152.152.11', 55260, '2.22.9.138', 443]"
5183,"['2.22.9.138', 443, '10.152.152.11', 55260]"
5184,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5185,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5186,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5187,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5188,"['10.152.152.11', 55260, '2.22.9.138', 443]"
5189,"['2.22.9.138', 443, '10.152.152.11', 55260]"
5190,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5191,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5192,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5193,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5194,"['2.22.9.131', 443, '10.152.152.11', 59467]"
5195,"['10.152.152.11', 59467, '2.22.9.131', 443]"
5196,"['2.22.9.131', 443, '10.152.152.11', 59467]"
5197,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5198,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5199,"['10.152.152.11', 59467, '2.22.9.131', 443]"
5200,"['2.22.9.131', 443, '10.152.152.11', 59467]"
5201,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5202,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5203,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5204,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5205,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5206,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5207,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5208,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5209,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5210,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5211,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5212,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5213,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5214,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5215,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5216,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5217,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5218,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5219,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5220,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5221,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5222,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5223,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5224,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5225,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5226,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5227,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5228,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5229,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5230,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5231,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5232,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5233,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5234,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5235,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5236,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5237,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5238,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5239,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5240,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5241,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5242,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5243,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5244,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5245,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5246,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5247,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5248,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5249,"['31.13.93.7', 443, '10.152.152.11', 41064]"
5250,"['10.152.152.11', 41064, '31.13.93.7', 443]"
5251,"['31.13.93.7', 443, '10.152.152.11', 41064]"
5252,"['10.152.152.11', 41064, '31.13.93.7', 443]"
5253,"['31.13.93.7', 443, '10.152.152.11', 41064]"
5254,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5255,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5256,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5257,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5258,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5259,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5260,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5261,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5262,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5263,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5264,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5265,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5266,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5267,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5268,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5269,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5270,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5271,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5272,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5273,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5274,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5275,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5276,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5277,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5278,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5279,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5280,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5281,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5282,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5283,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5284,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5285,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5286,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5287,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5288,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5289,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5290,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5291,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5292,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5293,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5294,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5295,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5296,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5297,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5298,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5299,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5300,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5301,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5302,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5303,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5304,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5305,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5306,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5307,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5308,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5309,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5310,"['10.152.152.11', 60776, '74.125.71.188', 5228]"
5311,"['74.125.71.188', 5228, '10.152.152.11', 60776]"
5312,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5313,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5314,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5315,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5316,"['31.13.93.3', 443, '10.152.152.11', 53342]"
5317,"['10.152.152.11', 53342, '31.13.93.3', 443]"
5318,"['31.13.93.3', 443, '10.152.152.11', 53342]"
5319,"['10.152.152.11', 53342, '31.13.93.3', 443]"
5320,"['31.13.93.3', 443, '10.152.152.11', 53342]"
5321,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5322,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5323,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5324,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5325,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5326,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5327,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5328,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5329,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5330,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5331,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5332,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5333,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5334,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5335,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5336,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5337,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5338,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5339,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5340,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5341,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5342,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5343,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5344,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5345,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5346,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5347,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5348,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5349,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5350,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5351,"['31.13.93.3', 443, '10.152.152.11', 53340]"
5352,"['10.152.152.11', 53340, '31.13.93.3', 443]"
5353,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5354,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5355,"['31.13.90.2', 443, '10.152.152.11', 59684]"
5356,"['10.152.152.11', 59684, '31.13.90.2', 443]"
5357,"['31.13.93.3', 443, '10.152.152.11', 53340]"
